city,instance_id,solver,variant,reference_variant,num_customers,total_demand,distance_m,fuel_l,co2_kg,distance_penalty_pct,fuel_penalty_pct,co2_penalty_pct,feasible,infeasible_reason,runtime_seconds,seed
hongkong,5,OR-Tools,SE,AR,20,110,25690.210654711824,108.32029540580523,290.298391687558,39.03458073208221,39.52423113254552,39.52423113254552,True,,45.001347700017504,100047
hongkong,5,OR-Tools,SM,AR,20,110,23968.123028887436,100.72366980124707,269.9394350673422,29.71469876387083,29.73923799984602,29.739237999846026,True,,45.00072079990059,100047
hongkong,5,OR-Tools,SR,AR,20,110,20983.437046581686,88.19202553960227,236.3546284461341,13.561675741045109,13.597590454644989,13.59759045464498,True,,45.000508600031026,100047
hongkong,5,OR-Tools,AR,AR,20,110,18477.569047528195,77.63547200837314,208.06306498244004,0.0,0.0,0.0,True,,45.00036050006747,100047
hongkong,6,OR-Tools,SE,AR,20,134,27376.924871191073,115.13144115794398,308.55226230328987,26.845442534185434,27.066240173883816,27.0662401738838,True,,45.000780800008215,100048
hongkong,6,OR-Tools,SM,AR,20,134,28530.874700293065,119.94748737594898,321.45926616754326,32.19203560201094,32.381529197201345,32.38152919720133,True,,45.00045419996604,100048
hongkong,6,OR-Tools,SR,AR,20,134,24123.4369368142,101.34227940060703,271.59730879362684,11.771064430823502,11.847661113011743,11.847661113011734,True,,45.00066170003265,100048
hongkong,6,OR-Tools,AR,AR,20,134,21582.899885277995,90.6074194061242,242.82788400841287,0.0,0.0,0.0,True,,45.00036399997771,100048
hongkong,7,OR-Tools,SE,AR,20,128,36442.43535886577,152.87540396865478,409.70608263599485,29.70188170619621,29.55438566676798,29.554385666767985,True,,45.00033039995469,100049
hongkong,7,OR-Tools,SM,AR,20,128,37117.42790478799,155.68509747854978,417.2360612425134,32.10424045312528,31.93546272126255,31.935462721262542,True,,45.001968599972315,100049
hongkong,7,OR-Tools,SR,AR,20,128,28969.10629522147,121.60224317358383,325.89401170520466,3.1036362097283994,3.051920067434579,3.0519200674345726,True,,45.000367900007404,100049
hongkong,7,OR-Tools,AR,AR,20,128,28097.07529256672,118.00094854517062,316.24254210105727,0.0,0.0,0.0,True,,45.00043140002526,100049
hongkong,8,OR-Tools,SE,AR,20,142,33220.250692350804,139.32443267476717,373.38947956837603,24.596111312089867,24.295554486207486,24.295554486207482,True,,45.00129269994795,100050
hongkong,8,OR-Tools,SM,AR,20,142,31150.886158192712,131.28026011475404,351.83109710754087,16.834737798354734,17.119104027847584,17.11910402784758,True,,45.00059720000718,100050
hongkong,8,OR-Tools,SR,AR,20,142,26862.76387646183,112.86295097707037,302.4727086185486,0.751675509561831,0.6884636335954717,0.6884636335954669,True,,45.0023838999914,100050
hongkong,8,OR-Tools,AR,AR,20,142,26662.34952481006,112.09124352892876,300.4045326575291,0.0,0.0,0.0,True,,45.00060420006048,100050
hongkong,9,OR-Tools,SE,AR,20,119,30903.692542318633,130.26235522319044,349.1031119981504,25.53708157445571,25.56640222974312,25.566402229743108,True,,45.00071529997513,100051
hongkong,9,OR-Tools,SM,AR,20,119,30098.703201148637,126.7909102461358,339.79963945964397,22.267051222883904,22.22010271319897,22.22010271319897,True,,45.00258580001537,100051
